id	question	label
2585	In what year was actress Joan Collins born ?	NUM
2586	What is a fear of punishment ?	ENTY
2587	What is average salary of restaurant manager in United States ?	NUM
2588	What comic strip sometimes features a mailman named Beasley ?	ENTY
2589	What device provided a new way to listen to music in 1963 ?	ENTY
2590	What will a kid eat the middle of , and save the chocolate on the outside for last ?	ENTY
2591	On average , how long time does it take to type a screenplay ?	NUM
2592	What does the abbreviation IOC stand for ?	ABBR
2593	What 's a short ton ?	DESC
2594	How long do cardinal eggs incubate ?	NUM
2595	What two body parts grow all your life ?	ENTY
2596	What Texas surgeon performed the first artificial heart transplant ?	HUM
2597	What country has the port of Haifa ?	LOC
2598	What is the main ingredient of yogurt ?	ENTY
2599	What is the recipe for Eggs Benedict ?	ENTY
2600	What is the address for the main government office in Rome , Italy ?	LOC
2601	What 's the largest U.S. agricultural crop by weight ?	ENTY
2602	What is the electronic device used to produce visual displays corresponding to electric signals ?	ENTY
2603	What is goldenseal ?	DESC
2604	Who made the most appearances in the center square on Hollywood Squares ?	HUM
2605	What is the Lost Colony ?	DESC
2606	What is the chemical composition of a Barbie ?	ENTY
2607	How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?	NUM
2608	What store claims to be the world 's largest department store ?	HUM
2609	What is the lens behind the iris in the eye called ?	ENTY
2610	What is Tetrinet ?	DESC
2611	What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?	HUM
2612	What is the longest English word that can be formed using just the first row of letters on a typewriter ?	ENTY
2613	What is Chiricahua the name of ?	ENTY
2614	What 's the green variety of beryl called ?	ENTY
2615	What was the name of Captain Bligh 's ship ?	ENTY
2616	Which is heavier - cream or milk ?	ENTY
2617	Who said `` the only thing we have to fear is fear itself '' ?	HUM
2618	Where is Romania located ?	LOC
2619	How many films are made by the major studios in a year ?	NUM
2620	How many small businesses are there in the U.S .	NUM
2621	What age is Benny Carter ?	NUM
2622	How do you clean an LCD monitor screen ?	DESC
2623	What city did the Mormons establish as their headquarters in 1847 ?	LOC
2624	What is amezaiku ?	DESC
2625	What two countries are linked by the Brenner Pass ?	LOC
2626	What new games are available for Nintendo 64 ?	ENTY
2627	Mississippi has what name for a state nickname ?	LOC
2628	What is the predominant color of the Tab label ?	ENTY
2629	What U.S. city was named for St. Francis of Assisi ?	LOC
2630	How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?	NUM
2631	What is the definition of `` chancery '' file in real estate ?	DESC
2632	Who is the sexiest women in the world ?	HUM
2633	What day is known as the `` national day of prayer '' ?	NUM
2634	Where can I get a photograph of professor Randolph Quirk ?	LOC
2635	Who was the supreme god of Germanic religion ?	HUM
2636	How do you handle a hungry man ?	DESC
2637	Who 's played the most games for the New York Yankees ?	HUM
2638	What TV character said ; `` One of these days , Alice , pow , right in the kisser '' ?	HUM
2639	What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?	HUM
2640	What are the conjugations of wake and woke ?	ENTY
2641	What Chilean president was killed in a 1973 coup d 'etat ?	HUM
2642	What was Einstein 's IQ ?	NUM
2643	Name the first Russian astronaut to do a spacewalk .	HUM
2644	Why do eyes sometimes look red in photographs ?	DESC
2645	What are John C. Calhoun and Henry Clay known as ?	ENTY
2646	What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?	HUM
2647	What are some good exercises for kids to do ?	ENTY
2648	How many real fruit juices are there in a can of Hawaiian Punch ?	NUM
2649	What is the abbreviation of the National Bureau of Investigation ?	ABBR
2650	What is the principal river of Ireland ?	LOC
2651	What lake is the source of the White Nile ?	LOC
2652	Garry Kasparov plays what game ?	ENTY
2653	How much does a poodle weigh ?	NUM
2654	What is Zionism ?	DESC
2655	What cable network bills itself as `` the family entertainer '' ?	HUM
2656	How many points are there on a Backgammon board ?	NUM
2657	What have you not let a tennis ball do if you volley ?	DESC
2658	Which comic book was not spawned directly from the pulp magazines ?	ENTY
2659	What product is for kids , and not for silly rabbits ?	ENTY
2660	What else has the swastika stood for ?	DESC
2661	Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?	DESC
2662	How many frames does a disk camera shoot ?	NUM
2663	What are the 7 Wonders of the World ?	ENTY
2664	When did Theo Rousseau paint the `` Forest of Fontaine '' ?	NUM
2665	How many people have been Captain America ?	NUM
2666	What is meant by the term `` yield to maturity '' in reference to bonds ?	DESC
2667	What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?	ENTY
2668	How did the war of 1812 affect Delaware ?	DESC
2669	Where is the human skin least sensitive ?	ENTY
2670	What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?	HUM
2671	What is the biggest `` thing '' humans have made ?	ENTY
2672	What are all the rivers in Europe ?	LOC
2673	Who won the Superbowl in ?	HUM
2674	What five cards make up a perfect Cribbage hand ?	ENTY
2675	In what year was Gandhi assassinated ?	NUM
2676	What is the time it takes a typist to type a screenplay that is 100 pages long ?	NUM
2677	What is the full classification of a lady bug ?	ENTY
2678	What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?	HUM
2679	How many pairs of wings does a tsetse fly have ?	NUM
2680	What was the name of the peace agreement imposed on Germany after World War I ?	ENTY
2681	What 's the fifth-largest country in the world ?	LOC
2682	How do you box train a cat ?	DESC
2683	How was Teddy Roosevelt related to FDR ?	DESC
2684	What newspaper serves Salt Lake City ?	ENTY
2685	The film `` Jaws '' was made in what year ?	NUM
2686	How does lightning travel ?	DESC
2687	What spice do chefs pay the most for ?	ENTY
2688	Who directed Citizen Kane ?	HUM
2689	What is troilism ?	DESC
2690	What was the sister ship of the Olympic ?	ENTY
2691	What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?	HUM
2692	What is HTML ?	ABBR
2693	How do you identify prime numbers ?	DESC
2694	Whose special bear 's creator was born on January 18 , 1779 ?	HUM
2695	What high school does Archie attend ?	HUM
2696	What animal migrates the farthest ?	ENTY
2697	What film was based on the play Everybody Comes to Rick 's ?	ENTY
2698	Why do we call someone `` honey '' ?	DESC
2699	Madonna hocks which soft drink ?	ENTY
2700	What television network flogged its sports programming on Inga Nielsen 's body in 197 ?	HUM
2701	In what country is Lund ?	LOC
2702	What 's the sequel to Alice 's Adventures in Wonderland ?	ENTY
2703	What is the capital of Seattle ?	LOC
2704	What Italian leader had a lifelong fear of the evil eye ?	HUM
2705	What city in Florida is Sea World in ?	LOC
2706	Who said : `` What contemptible scoundrel stole the cork from my lunch ? ''	HUM
2707	What 's a water funnel ?	DESC
2708	What is a fear of worms ?	ENTY
2709	What is a Chinese `` spouting '' bowl ?	DESC
2710	What does an emperor do ?	DESC
2711	What president kissed the Queen Mother on the lips ?	HUM
2712	Where does the tennis star Stefan Edberg come from ?	LOC
2713	What continent pushes up the Executive Committee mountain range ?	LOC
2714	How do they raise the cranes when building high-rise buildings ?	DESC
2715	What was Al Capone finally imprisoned for , in 1931 ?	DESC
2716	What food can I use to catch a possum ?	ENTY
2717	What was Al Capone 's nickname ?	HUM
2718	Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?	HUM
2719	What is the largest city in Germany ?	LOC
2720	What is a fear of cholera ?	ENTY
2721	What park contains Firehole River and Fairy Falls ?	LOC
2722	What 's the largest island in the West Indies ?	LOC
2723	What New England state carries the telephone area code 27 ?	LOC
2724	What is an example of a natural acid-base indicator ?	ENTY
2725	In what county is Eckley Colorado ?	LOC
2726	How do I find info about rice importers in the world ?	DESC
2727	How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?	NUM
2728	What is the song Stairway to Heaven by Led Zeppelin about ?	DESC
2729	How does hair curl ?	DESC
2730	What are pushed and coupled in hump yards ?	ENTY
2731	How long do hermit crabs live ?	NUM
2732	What city hosted the first Winter Olympics in Asia ?	LOC
2733	What is the origin of the first name ` Breony ' ?	DESC
2734	What month were you born in if your birthstone is sardonyx ?	NUM
2735	Who is behind the name of the Harvey Wallbanger drink ?	HUM
2736	What is the origin of `` Beauty is in the eye of the beholder '' ?	DESC
2737	What soft drink not only has its own video game , but was featured in its own Marvel comic book ?	ENTY
2738	What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?	ENTY
2739	Madonna advertises for what soft drink ?	ENTY
2740	What does A&W of root beer fame stand for ?	ABBR
2741	What tennis term is said to come from the French word for egg ?	ENTY
2742	What does a collier mine ?	ENTY
2743	How much money can a person be fined for having a dog on a beach ?	NUM
2744	What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?	LOC
2745	What are the ages in comic book lingo ?	ENTY
2746	What kinds of animals are in Cambodia ?	ENTY
2747	What South African producer had a 1988 profit of $836 million ?	HUM
2748	What American actress was the first to be called a `` vamp '' ?	HUM
2749	What do the 12 days of Christmas mean ?	DESC
2750	What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?	ENTY
2751	What date did man first land on the moon ?	NUM
2752	Where are the headquarters of Eli Lilly ?	LOC
2753	How many web servers are there ?	NUM
2754	What 's the last line of Dickens 's A Christmas Carol ?	DESC
2755	How many trees go into paper making in a year ?	NUM
2756	Where can I find info on research being done on oilseeds thru genetics ?	LOC
2757	How come light bulbs go out ?	DESC
2758	For what reason did the Shea & Gould law firm close their L.A. office ?	DESC
2759	How far out is the universe ?	NUM
2760	What is the difference between a bottle and a jar ?	DESC
2761	What disease is the second-biggest killer of North Americans ?	ENTY
2762	Where did the Mayan Indians live ?	LOC
2763	Where was Poe born ?	LOC
2764	What happens to the female body with lack of sleep and food ?	DESC
2765	What is a fear of crystals or glass ?	ENTY
2766	Name a product that controls the ripening of apples .	ENTY
2767	How many warmup pitches does a reliever get coming into a baseball game ?	NUM
2768	Where did Dylan Thomas die ?	LOC
2769	What common livestock have the greatest variety of breeds ?	ENTY
2770	What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?	ENTY
2771	What disease did August von Wassermann develop a specific test for in 196 ?	ENTY
2772	What card company sells Christmas ornaments ?	HUM
2773	How do I find out what cities are in a certain area code ?	DESC
2774	What can communications satellites offer yachts ?	ENTY
2775	How many Fig Newtons are there to the pound ?	NUM
2776	Who is the premier of China ?	HUM
2777	What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?	HUM
2778	How many bones are there in the human hand ?	NUM
2779	What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?	HUM
2780	Who was the president of Vichy France ?	HUM
2781	Whose kidnaping was termed The Crime of the Century ?	HUM
2782	What is hydrogen ?	DESC
2783	What group asked the musical question Do You Believe in Magic ?	HUM
2784	What was the tallest building in America in 1922 ?	LOC
2785	What buxom blonde appeared on the cover of more than 5 magazines ?	HUM
2786	What is recruitment interview technique ?	DESC
2787	How does a hurricane form ?	DESC
2788	What does the donation process entail ?	DESC
2789	How far is it from Phoenix to Blythe ?	NUM
2790	What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?	LOC
2791	How many people watch network television ?	NUM
2792	What garment was named for Bradley , Voorhees and Day ?	ENTY
2793	Who first broke the sound barrier ?	HUM
2794	How do birds have sex ?	DESC
2795	How many horses are there on a polo team ?	NUM
2796	What 's destroyed in Genesis 19 : 24 ?	ENTY
2797	What new year is celebrated on February 16th ?	ENTY
2798	What is Occam 's Razor ?	DESC
2799	Where do the Grimace and Mayor McCheese live ?	LOC
2800	How long does it take to hike the entire Appalachian Trail ?	NUM
2801	What role do fruits play in the survival of plants ?	HUM
2802	Where is the world championship sled dog race held each February ?	LOC
2803	What are the medical purposes of `` clitoridectomy '' ?	DESC
2804	How is thalassemia defined ?	DESC
2805	What 's the name of the Tampa newspaper ?	ENTY
2806	What is a storm surge ?	DESC
2807	How do you use `` farther '' as opposed to `` further '' ?	DESC
2808	What was the alternate to VHS ?	ENTY
2809	What is one of the languages of the Sioux ?	ENTY
2810	What Pulitzer Prize-winning novelist ran for mayor of New York City ?	HUM
2811	How many times can a nickel-cadmium rechargeable battery be recharged ?	NUM
2812	How is cologne made ?	DESC
2813	What was the food of the Greek gods called ?	ENTY
2814	What does camera-ready art mean ?	DESC
2815	How many seats does the Batmobile sport ?	NUM
2816	How many cards are dealt to each player in Gin Rummy ?	NUM
2817	What happened to Phillip Taylor Kramer ?	DESC
2818	What Erica Jong novel deals with Isadora Wing 's fear ?	ENTY
2819	What time of year do most people fly ?	NUM
2820	Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?	HUM
2821	What is the origin of the Christmas tree ?	DESC
2822	When is the Thai New Year ?	NUM
2823	What four tournaments make up tennis ' Grand Slam ?	ENTY
2824	What 1964 film introduced the song My Kind of Town ?	ENTY
2825	Who recorded the 1957 hit Tammy ?	HUM
2826	What is the term for the side of the mountain that faces the prevailing winds ?	ENTY
2827	In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?	ENTY
2828	What does caliente translate to in English ?	ENTY
2829	Who is Mia Farrow 's mother ?	HUM
2830	How do you determine if a computer monitor has an SVGA adapter ?	DESC
2831	How far can a human eye see ?	NUM
2832	What time of year has the most air travel ?	NUM
2833	What does the term `` spaghetti western '' mean ?	DESC
2834	When was the G7 group of nations formed ?	NUM
2835	What are differences between 1980 and 1990 ?	DESC
2836	What baseball player was walked the most times ?	HUM
2837	What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?	HUM
2838	What were the first frozen foods ?	ENTY
2839	Why is Indiglo called Indiglo ?	DESC
2840	What is the word for love of pain or abuse ?	ENTY
2841	When did they canonize the Bible ?	NUM
2842	Who was the only president to serve two nonconsecutive terms ?	HUM
2843	What percentage of all world tornados touch down in the US ?	NUM
2844	What labor leader was last seen in the parking lot of a Michigan restaurant ?	HUM
2845	When did the Carolingian period begin ?	NUM
2846	What motto ended Merrie Melodies cartoons ?	DESC
2847	Who reports the weather on the `` Good Morning America '' television show ?	HUM
2848	How many emperors were there in the Roman Empire ?	NUM
2849	What was the name of `` The Muppets '' creator ?	HUM
2850	What is Cabarnet Sauvignon ?	DESC
2851	What is a virtual IP address ?	DESC
2852	What 's the name of the tiger that advertises for Frosted Flakes cereal ?	ENTY
2853	Who sent the brief message `` I came , I saw , I conquered '' ?	HUM
2854	What color is Mr. Spock 's blood ?	ENTY
2855	What U.S. Air Force general led the first bombing raid over Tokyo ?	HUM
2856	What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?	HUM
2857	What was the name of the first Watergate special prosecutor , later fired by Nixon ?	HUM
2858	How do movie blues screens work ?	DESC
2859	How does the speed the magnet spins in a generator affect the output of the generator ?	DESC
2860	What 's the supreme policy-making bureau of the Soviet Communist Party ?	HUM
2861	What was the Vietnam War ?	DESC
2862	What is La Nina ?	DESC
2863	Why did the Globe Theatre burn down ?	DESC
2864	On what day were John F and Jackie Kennedy married ?	NUM
2865	What was the non-fiction best-seller of 1952 , 1953 and 1954 ?	ENTY
2866	What is meant by blood SED rate ?	DESC
2867	Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?	HUM
2868	Who won a Pulitzer Prize for his novel The Caine Mutiny ?	HUM
2869	What 's the best way to lose the flab under your chin and around your face ?	ENTY
2870	Where is your corpus callosum ?	LOC
2871	What Broadway musical featured the song , `` If I were a rich man ? ''	ENTY
2872	Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?	HUM
2873	Why is the development of space so important ?	DESC
2874	What is the nursery rhyme Rock-a-by Baby about ?	DESC
2875	When Superman needs to get away from it all , where does he go ?	LOC
2876	How old is singer Freedy Johnston ?	NUM
2877	What is the origin of gametophytic tissue ?	DESC
2878	What does Aaron mean ?	DESC
2879	What is a fear of hair ?	ENTY
2880	What is the name of the pop singer whose song became the theme song for a brand of catsup ?	HUM
2881	What is a conifer ?	DESC
2882	Who claimed to be the world 's most perfectly-developed man ?	HUM
2883	What is different about the red and black fox ?	DESC
2884	What is e-commerce ?	DESC
2885	How do I tie a tie ?	DESC
2886	Where can I get cotton textiles importer details ?	LOC
2887	When did Spain and Korea start ambassadorial relations ?	NUM
2888	What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?	HUM
2889	What is chromatology ?	DESC
2890	How many grooves are on a dime 's edge ?	NUM
2891	How was the ACLU formed ?	DESC
2892	What are the most albums sold by one artist or band ?	ENTY
2893	The second most popular sport worldwide is what ?	ENTY
2894	What do goldfish lose if kept in dimly-lit or running water ?	ENTY
2895	What canal does the Thatcher Ferry Bridge span ?	LOC
2896	What American won the world Grand Prix driving championship in 1978 ?	HUM
2897	What are the chances of pregnacy if the penis does not penetrate the vagina ?	NUM
2898	What 's the highest hand in straight poker ?	ENTY
2899	Where can I find a lesson plan for teaching the metric system conversion to American standard ?	LOC
2900	What is the name of Kevin Costner 's movie about Sioux Indians ?	ENTY
2901	What are Kythnos , Siphnos , Seriphos and Mykonos ?	DESC
2902	Name a female figure skater .	HUM
2903	Why are there no white lines on pro footballs ?	DESC
2904	How long would it take for a $ savings bond to mature ?	NUM
2905	How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?	DESC
2906	What did the Congress of Vienna establish ?	ENTY
2907	What is the average cost for four years of medical school ?	NUM
2908	What harmful chemicals are in bug spray ?	ENTY
2909	How many spears are there on Kenya 's flag ?	NUM
2910	What did Mighty Mouse always sing as he went into action ?	DESC
2911	Where did George of the Jungle live ?	LOC
2912	How did Bob Marley die ?	DESC
2913	What 's men 's par on a 455-yard golf hole ?	NUM
2914	What percentage of American men are alcoholic ?	NUM
2915	Dialing , 900 , 740-TREE to have a tree planted will cost how much ?	NUM
2916	In South Korea , how many American Soldiers are there ?	NUM
2917	Who portrayed Carl Bernstein in All the President 's Men ?	HUM
2918	What are the numbers that fit into Fermont 's last theorem ?	NUM
2919	Who was Tiny Tim 's father ?	HUM
2920	What does a heliologist study ?	ENTY
2921	Who was Bonnie Blue Butler 's father ?	HUM
2922	What shampoo prevents eczema , seborrhea , and psoriasis ?	ENTY
2923	How many Americans have HIV ?	NUM
2924	Where do I find information for foreclosure properties on the Internet ?	LOC
2925	Who is the Antichrist ?	HUM
2926	What was the first English play written exclusively for children ?	ENTY
2927	Which Latin American country is the largest ?	LOC
2928	What was the former residence of Scottish kings in Edinburgh ?	LOC
2929	How many teats does a female goat sport ?	NUM
2930	How tall is kilamanjaro ?	NUM
2931	Who was the lawyer who represented Randy Steven Craft ?	HUM
2932	What country buys 25 percent of the world 's tea exports ?	LOC
2933	What country is the origin of the band the Creeps ?	LOC
2934	What did the crocodile swallow in Peter Pan ?	ENTY
2935	What is the origin of the word `` mushroom '' ?	DESC
2936	Which of the following celebrities was not born in Philadelphia ?	HUM
2937	What is the number of American soldiers deployed to South Korea ?	NUM
2938	Where is the biggest bell ?	LOC
2939	What is the brand name of the chemical daminozide ?	ENTY
2940	How do microwaves work ?	DESC
2941	What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?	ENTY
2942	What is the estimated total U.S. whitetail deer population ?	NUM
2943	Who wrote the Farmer 's Almanac ?	HUM
2944	What animal received royal assent as an emblem of Canada on March 24 , 1975 ?	ENTY
2945	What number is at 12 o 'clock on a dartboard ?	NUM
2946	Which team won the Super Bowl in 1968 ?	HUM
2947	What is the recommended daily requirement for folic acid for pregnant women ?	DESC
2948	What film dramatized the Scopes monkey trial ?	ENTY
2949	CNN is owned by whom ?	HUM
2950	What country offered Albert Einstein its presidency in 1952 ?	LOC
2951	What is the HIGHEST Roman numeral ?	DESC
2952	What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?	ENTY
2953	Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?	HUM
2954	How is digital audio used ?	DESC
2955	What is AFS ?	ABBR
2956	Who was Quetzalcoatl ?	HUM
2957	What operating system do IBM-compatible machines use ?	ENTY
2958	What French leader sold Louisiana to the United States ?	HUM
2959	What bay sparkles next to Miami , Florida ?	LOC
2960	How many miles of veins are in the circulatory system ?	NUM
2961	What famed river flows through Bagdad ?	LOC
2962	How is bubble wrap made ?	DESC
2963	What is Java ?	DESC
2964	Who is the prime minister of Japan ?	HUM
2965	What player squats an average of 3 times during a baseball doubleheader ?	HUM
2966	What 's the most common name in nursery rhymes ?	HUM
2967	How many `` No '' answers was the What 's My Line ? panel allowed ?	NUM
2968	What is the fine for having a dog on a beach ?	NUM
2969	Who wrote the book , `` Song of Solomon '' ?	HUM
2970	Where can one find information on religion and health , the brain and nutrition ?	LOC
2971	Name the Ranger who was always after Yogi Bear .	HUM
2972	What TV show did John Sebastian sing the theme for ?	ENTY
2973	Who is the president of the Spanish government ?	HUM
2974	Who holds the career record for the most major league home runs ?	HUM
2975	Which of the following actors worked in New York 's Yiddish Theater ?	HUM
2976	Who invented the stethoscope ?	HUM
2977	What is a mathematical factor ?	DESC
2978	How many four star generals were there and who are they ?	NUM
2979	When did Nixon die ?	NUM
2980	What was originally defined as one 1-millionth of the distance from the equator to the Pole ?	ENTY
2981	What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?	HUM
2982	How many members are in the California congressional delegation ?	NUM
2983	What erupts every hour at Yellowstone National Park ?	LOC
2984	What country contains the highest point in South America ?	LOC
2985	What are Arnold Palmer 's fans called ?	HUM
2986	Who retired with 755 home runs to his credit ?	HUM
2987	What constellation represents a hunter with club and shield ?	LOC
2988	Who developed potlatch ?	HUM
2989	How long did Shea and Gould practice law in Los Angeles ?	NUM
2990	What 's a perfect score in a gymnastics exercise ?	NUM
2991	What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?	HUM
2992	What made Jane Goodall famous ?	DESC
2993	At what age did Rossini stop writing opera ?	NUM
2994	What Russian seaport has a name meaning `` Lord of the East '' ?	LOC
2995	Name the two actress daughters of John Mills .	HUM
2996	How old was Gene Siskel ?	NUM
2997	What can be done about snoring ?	DESC
2998	What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?	LOC
2999	Who is the actress Bette Davis once said she wished she looked like ?	HUM
3000	Who portrayed The Cowardly Lion in The Wizard of Oz ?	HUM
3001	What does a chiropodist treat ?	ENTY
3002	What is porphyria ?	DESC
3003	What gate opened on East and West Berlin ?	LOC
3004	Who was the first king of England ?	HUM
3005	What made the Finger Lakes in western New York state ?	DESC
3006	In what movie is the number nine found in the title ?	ENTY
3007	How many calories are there in soy sauce ?	NUM
3008	Who killed Kurt Cobain ?	HUM
3009	Who created the monster in Mary Shelley 's novel Frankenstein ?	HUM
3010	What 's the farthest planet from the sun ?	LOC
3011	Why does the sun shine only a short time in Alaska ?	DESC
3012	What chemical in red wine is good for the heart and what exactly does it do to your body ?	ENTY
3013	How does blood clot ?	DESC
3014	How big is our galaxy in diameter ?	NUM
3015	What product `` doubles your pleasure , doubles your fun '' ?	ENTY
3016	When is a woman most fertile ?	NUM
3017	What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?	HUM
3018	Who was the first man to return to space ?	HUM
3019	What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?	ENTY
3020	Who gave Abbie Hoffman his first dose of LSD ?	HUM
3021	What effect does friction have on perpetual motion ?	DESC
3022	What did the Seven Dwarfs do for a living ?	HUM
3023	What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?	HUM
3024	Who shot Billy the Kid ?	HUM
3025	What is he doing now ?	DESC
3026	What Mormon leader was said to have had 27 wives ?	HUM
3027	What video format was an alternative to VHS ?	ENTY
3028	Where did the term `` 69 '' come from ?	DESC
3029	What is money made of ?	ENTY
3030	What 's the name of a hotel in Indianapolis ?	LOC
3031	How many people in Tucson ?	NUM
3032	Where is Melbourne ?	LOC
3033	With whom did Bush compare Saddam Hussein ?	HUM
3034	What country was Mikhail Gorbachev the leader of ?	LOC
3035	What is the recommended weight of a 15 year-old male that is 5 , 6 ?	NUM
3036	What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?	HUM
3037	What is the largest county in size in Massachusetts ?	LOC
3038	What is the name of the brilliant British economist behind its creation ?	HUM
3039	Who played Sally Rogers on The Dick Van Dyke Show ?	HUM
3040	What is it like to experience a near death episode ?	DESC
3041	What mythical figure carries an hourglass and a scythe ?	HUM
3042	How much is a Canadian 1967 twenty dollar gold coin worth ?	NUM
3043	Why didn 't European colonial rule spread until after the first and second industrial revolutions ?	DESC
3044	What natural attractions draw the most visitors in the United States ?	LOC
3045	What presidential administration challenged Americans to explore The New Frontier ?	HUM
3046	How many years did Sleeping Beauty sleep ?	NUM
3047	How long does it take for your body to restore blood after you donate your blood ?	NUM
3048	How do I know someone is truly in love with me ?	DESC
3049	Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?	ENTY
3050	What is literary criticism ?	DESC
3051	How do you throw a housewarming party ?	DESC
3052	What international sport was originally called hurley ?	ENTY
3053	What river runs through Liverpool ?	LOC
3054	What famous British actor lost his voice after an operation in 1966 ?	HUM
3055	What does the term 3 mean to a newspaper editor ?	DESC
3056	What company makes impulse hardening equipment ?	HUM
3057	What country was Kim Philby really working for ?	LOC
3058	What does Freddy Freeman say to become Captain Marvel Jr. ?	DESC
3059	What country was Hitler the chancellor of ?	LOC
3060	What is Rona Barrett 's married name ?	HUM
3061	How many years make up a lustrum ?	NUM
3062	What are close encounters of the first and second kind ?	ENTY
3063	Who is the mathematician that won the Noble Prize for Literature in 1950 ?	HUM
3064	Which glamorous actress is a close friend of Dick Tracy ?	HUM
3065	What 1956 Grace Metalious novel was on the best-seller list for two years ?	ENTY
3066	Name the three races unleashed by the Celestials in Marvel comics .	HUM
3067	How old is the Italian artist Maurizio Pellegrin ?	NUM
3068	What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?	HUM
3069	What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?	DESC
3070	What North American city would you visit to see Cleopatra 's Needle ?	LOC
3071	When was the NFL established ?	NUM
3072	Where can I find an Ask An Expert site ?	LOC
3073	What writer-journalist made his mark describing colorful Broadway and underworld characters ?	HUM
3074	What U.S. state has the lowest highest elevation at 6 feet ?	LOC
3075	What are the residents of the island of Lesbos called ?	HUM
3076	What is the organizational structure of the New Delhi Indira Gandhi airport ?	ENTY
3077	At Christmas time , what is the traditional thing to do under the mistletoe ?	ENTY
3078	What baseball great plugged Mr. Coffee ?	HUM
3079	What international amateur sports spectacle was first telecast in 1956 ?	ENTY
3080	What is the origin of the word `` amen '' ?	DESC
3081	Who 's baby was Sweet Pea on the Popeye cartoon ?	HUM
3082	Where is Mile High Stadium ?	LOC
3083	What were Baffin , Frobisher and Franklin looking for ?	ENTY
3084	What is limbo ?	DESC
3085	What city contains the district of Hell 's Kitchen ?	LOC
3086	What interesting method was used to run the credits in the early Popeye cartoons ?	ENTY
3087	What are the stars made of ?	ENTY
3088	What English physician was born on January 18 , 1779 and went on to create two important inventions ?	HUM
3089	Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?	HUM
3090	How fast must a spacecraft travel to escape Earth 's gravity ?	NUM
3091	What apostle is Taylor Caldwell 's Great Lion of God ?	HUM
3092	How many rings are there on a five-zone archery target ?	NUM
3093	What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?	ENTY
3094	What element , from the Periodic Table , is a gas or a solid , but never a liquid ?	ENTY
3095	What is a tonne ?	DESC
3096	Which one of the Great Lakes is entirely within U.S. territory ?	LOC
3097	What is DEET ?	ABBR
3098	What company sells the most greeting cards ?	HUM
3099	What U.S. state has sagebrush as its state flower ?	LOC
3100	What is the Bernoulli Principle ?	DESC
3101	What 's comic strip photographer Peter Parker 's secret identity ?	HUM
3102	What is difference between a poster and a print ?	DESC
3103	In which sport is there a `` scrum '' ?	ENTY
3104	What are the best ways to improve employee morale at low cost ?	ENTY
3105	What nationality is Pope John Paul II ?	LOC
3106	What is false consciousness ?	DESC
3107	How did the Great Depression affect Japan 's history ?	DESC
